Date,Last trade price,Max,Min,Avg Price,%chg.,Volume,TurnoverBEST_MKD,TotalTurnoverMKD
11/8/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
11/7/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
11/6/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
11/5/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
11/4/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
11/1/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/31/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/30/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/29/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/28/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/25/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/24/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/22/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/21/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/18/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/17/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/16/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/15/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/14/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/10/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/9/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/8/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/7/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/4/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/3/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/2/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
10/1/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/30/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/27/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/26/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/25/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/24/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/23/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/20/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/19/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/18/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/17/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/16/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/13/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/12/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/11/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/10/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/6/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/5/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/4/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/3/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
9/2/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
8/30/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
8/29/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
8/27/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
8/26/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
8/23/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
8/22/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
8/21/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
8/20/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
8/19/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
8/16/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
8/15/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
8/14/2024,"615,00",,,"615,00","0,00",0,"0,00","0,00"
